dismissal,career_phase,ball_age,early_phase,is_pace,is_spin,outside_off_proxy,straight_bat_proxy,leg_side_proxy,short_ball_proxy,full_length_proxy,condition_proxy,high_pressure,innings,match_id
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565818
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,565818
1,early,old_ball,0,0,1,1,0,0,0,0,neutral,0,2,598812
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,598812
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598812
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598812
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598812
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598812
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598812
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,598813
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598813
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598813
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598813
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598813
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598813
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,598813
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,1,4,598814
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,598814
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,598814
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,598814
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,598814
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,598814
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,598814
1,early,middle_overs,0,0,1,0,1,0,0,1,neutral,0,2,598815
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,598815
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,598815
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,598815
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,598815
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,598815
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,598815
1,early,middle_overs,0,0,1,0,1,0,0,1,neutral,1,4,598815
0,early,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,598815
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,4,598815
0,early,new_ball,1,0,1,0,0,0,0,0,neutral,1,4,598815
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,598815
0,early,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,598815
0,early,new_ball,1,0,1,0,0,0,0,0,neutral,1,4,598815
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,648665
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,648665
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648665
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648665
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,648665
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,648665
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,648667
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648667
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648667
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648667
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648667
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648667
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,648667
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,648667
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,648667
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,648667
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,648667
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,648667
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,648667
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,648667
1,early,new_ball,1,1,0,1,0,0,0,0,neutral,1,2,667651
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,667651
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,667651
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,667651
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,667651
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,667651
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,2,667651
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,1,4,667651
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,667651
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,667651
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,667651
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,667651
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,667651
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,667651
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,667653
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667653
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667653
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667653
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667653
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667653
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667653
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,667711
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667711
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667711
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667711
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667711
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667711
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667711
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,1,3,667711
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,667711
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,667711
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,667711
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,667711
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,667711
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,667711
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,667713
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667713
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667713
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667713
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667713
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667713
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,667713
1,early,old_ball,0,1,0,0,1,0,0,1,neutral,1,3,667713
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,667715
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,667715
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,667715
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,0,2,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,667715
1,early,middle_overs,0,0,1,1,0,0,0,0,neutral,1,4,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,667715
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,667715
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,667715
0,early,new_ball,0,0,1,0,0,0,0,0,neutral,1,4,667715
1,early,new_ball,1,1,0,1,0,0,0,0,neutral,1,1,667717
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,667717
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,667717
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667717
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667717
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667717
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667717
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,1,3,667717
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667717
1,early,new_ball,0,1,0,0,1,0,0,1,neutral,0,1,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,667719
0,early,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,667719
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,667719
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,667719
0,early,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,667719
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,667719
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,0,2,676525
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,676525
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,676525
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,676525
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,676525
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,676525
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,676527
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,676527
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,676527
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,676527
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,676527
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,676527
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,676527
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754737
1,early,old_ball,0,0,1,1,0,0,0,0,neutral,1,4,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754737
0,early,old_ball,0,0,1,0,0,0,0,0,neutral,1,4,754737
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754737
0,early,old_ball,0,0,1,0,0,0,0,0,neutral,1,4,754737
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754737
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,754739
1,early,middle_overs,0,1,0,0,1,0,0,1,neutral,1,3,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,754739
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,754739
1,early,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,754741
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,754741
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754741
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754741
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754741
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754741
0,early,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754741
1,early,middle_overs,0,1,0,1,0,0,0,0,neutral,1,4,754741
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,754741
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,754741
0,early,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,754741
0,early,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,754741
0,early,new_ball,0,1,0,0,0,0,0,0,neutral,1,4,754741
0,early,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,754741
1,peak,old_ball,0,1,0,1,0,0,0,0,neutral,0,2,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754743
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,754743
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,754743
1,peak,old_ball,0,1,0,1,0,0,0,0,neutral,1,4,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754743
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,4,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754743
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,1,4,754743
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,4,754743
1,peak,old_ball,0,1,0,0,1,0,0,1,neutral,0,1,870729
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,870729
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,870729
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,870729
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,870729
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,870729
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,1,870729
1,peak,old_ball,0,1,0,0,1,0,0,1,neutral,0,2,895773
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,895773
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,895773
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,895773
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,2,895773
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,0,2,895773
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,0,2,895773
1,peak,middle_overs,0,1,0,1,0,0,0,0,neutral,1,4,895773
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,895773
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,895773
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,895773
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,895773
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,895773
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,1,4,895773
1,peak,old_ball,0,0,1,1,0,0,0,0,neutral,0,1,895775
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,0,1,895775
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,0,1,895775
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,895775
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,0,1,895775
0,peak,middle_overs,0,0,1,0,0,0,0,0,neutral,0,1,895775
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,895775
1,peak,old_ball,0,1,0,0,1,0,0,1,neutral,1,3,895775
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,895775
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,895775
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,895775
0,peak,old_ball,0,0,1,0,0,0,0,0,neutral,1,3,895775
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,895775
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,895775
1,peak,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,895777
0,peak,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,895777
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,895777
0,peak,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,895777
0,peak,new_ball,0,1,0,0,0,0,0,0,neutral,0,1,895777
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,895777
0,peak,new_ball,1,1,0,0,0,0,0,0,neutral,1,1,895777
1,peak,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,895777
0,peak,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,895777
0,peak,new_ball,1,0,1,0,0,0,0,0,neutral,1,3,895777
0,peak,new_ball,0,1,0,0,0,0,0,0,neutral,1,3,895777
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,895777
0,peak,new_ball,1,1,0,0,0,0,0,0,neutral,1,3,895777
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,895777
1,peak,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,903603
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903603
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903603
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903603
1,peak,old_ball,0,1,0,1,0,0,0,0,neutral,1,3,903603
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903603
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903603
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903603
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903603
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903603
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903603
1,peak,middle_overs,0,1,0,1,0,0,0,0,neutral,0,1,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903607
1,peak,middle_overs,0,1,0,1,0,0,0,0,neutral,1,3,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903607
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,1,3,903607
1,peak,old_ball,0,1,0,1,0,0,0,0,neutral,0,1,903609
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903609
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903609
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903609
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903609
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903609
0,peak,middle_overs,0,1,0,0,0,0,0,0,neutral,0,1,903609
1,peak,old_ball,0,1,0,0,1,0,0,1,neutral,1,3,903609
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903609
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903609
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903609
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903609
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903609
0,peak,old_ball,0,1,0,0,0,0,0,0,neutral,1,3,903609
